molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL222813,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,active,332.31300000000005,-3.5758299999999976,8.0,7.0,11.301029995663981
CHEMBL50254,CCCN(C)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](N)[C@H]1NC(C)=O,active,299.32700000000006,-0.9458999999999982,3.0,5.0,9.494850021680094
CHEMBL52270,CC(=O)N[C@@H]1[C@@H](N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,active,290.27200000000005,-3.100199999999998,6.0,7.0,9.327902142064282
CHEMBL51451,CCCNC(=O)[C@@H]1OC(C(=O)O)=C[C@H](N)[C@H]1NC(C)=O,active,285.3,-1.2880999999999974,4.0,5.0,8.853871964321762
CHEMBL433269,CCCN(CCC)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O,active,369.4220000000001,-0.6413299999999955,5.0,5.0,13.0
CHEMBL54149,CCCNC(=O)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O,active,327.34100000000007,-1.7637299999999967,6.0,5.0,9.55284196865778
CHEMBL295490,CCCN(CCC)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](N)[C@H]1NC(C)=O,active,327.3810000000001,-0.16569999999999752,3.0,5.0,11.698970004336019
CHEMBL300461,CCCN(C)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O,active,341.36800000000005,-1.4215299999999969,5.0,5.0,10.958607314841775
CHEMBL3143557,OC[C@H]1O[C@@H](n2cnc3c(NC4CC4)ncnc32)[C@H](F)[C@@H]1O,inactive,309.301,-0.010700000000000542,3.0,8.0,4.0
CHEMBL3143550,Nc1nc(NC2CC2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3F)c2n1,inactive,324.31600000000003,-0.42850000000000044,4.0,9.0,4.142667503568732
CHEMBL73669,CCCN(CCc1ccccc1)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](N)[C@H]1NC(C)=O,active,389.4520000000001,0.6670000000000011,3.0,5.0,10.522878745280337
CHEMBL346767,CCCN(CCC)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](N)[C@H]1NC(=O)CC,active,341.40800000000013,0.2244000000000022,3.0,5.0,12.698970004336019
CHEMBL3143556,Cc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3F)c2n1,inactive,283.26300000000003,-0.6943800000000002,3.0,8.0,4.0
CHEMBL3143549,Nc1nc(O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3F)c2n1,inactive,285.235,-1.2972000000000004,4.0,9.0,4.721246399047171
CHEMBL350298,CCCN(CCC)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](N)[C@H]1NC(=O)C(F)(F)F,active,381.35100000000006,0.37670000000000065,3.0,5.0,14.0
CHEMBL3143526,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1F,inactive,287.226,-0.8637000000000004,3.0,8.0,4.0
CHEMBL3143513,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1F,inactive,299.262,-0.9942000000000002,3.0,9.0,4.795880017344075
